date,state,deathIncrease,positiveIncrease,negativeIncrease,hospitalizedIncrease,recovered,onVentilatorCumulative,inIcuCumulative,recoveredIncrease,onVentilatorIncrease,inIcuIncrease
2020-11-02,CO,0,2560,11501,25,8038.0,,,75.0,,
2020-11-03,CO,21,2237,10624,25,8106.0,,,68.0,,
2020-11-04,CO,8,2562,8255,66,8179.0,,,73.0,,
2020-11-05,CO,13,2928,9774,438,8268.0,,,89.0,,
2020-11-06,CO,11,3369,11264,96,8366.0,,,98.0,,
2020-11-07,CO,10,3463,12903,197,8478.0,,,112.0,,
2020-11-08,CO,0,3498,13630,86,8562.0,,,84.0,,
2020-11-09,CO,0,3017,10965,20,8667.0,,,105.0,,
2020-11-10,CO,11,3553,13686,33,8738.0,,,71.0,,
2020-11-11,CO,22,3890,11701,213,8846.0,,,108.0,,
2020-11-12,CO,0,3975,16291,275,8980.0,,,134.0,,
2020-11-13,CO,33,5197,0,59,9148.0,,,168.0,,
2020-11-14,CO,0,6439,17213,264,9352.0,,,204.0,,
2020-11-15,CO,0,5196,15227,195,9528.0,,,176.0,,
2020-03-07,CT,0,0,0,0,,,,,,
2020-03-08,CT,0,1,29,0,,,,,,
2020-03-09,CT,0,0,17,0,,,,,,
2020-03-10,CT,0,1,8,0,,,,,,
2020-03-11,CT,0,1,17,0,,,,,,
2020-03-12,CT,0,3,18,0,,,,,,
2020-03-13,CT,0,0,10,0,,,,,,
2020-03-14,CT,0,5,26,0,,,,,,
2020-03-15,CT,0,9,0,0,,,,,,
2020-03-16,CT,0,6,0,0,,,,,,
2020-03-17,CT,0,15,0,0,,,,,,
2020-03-18,CT,0,27,0,0,,,,,,
2020-03-19,CT,1,28,479,0,,,,,,
2020-03-20,CT,2,98,0,0,,,,,,
2020-03-21,CT,1,0,1502,0,,,,,,
2020-03-22,CT,1,29,771,0,,,,,,
2020-03-23,CT,5,192,1208,0,,,,,,
2020-03-24,CT,2,203,597,0,,,,,,
2020-03-25,CT,7,257,341,0,,,,,,
2020-03-26,CT,2,137,602,0,,,,,,
2020-03-27,CT,6,279,1484,0,,,,,,
2020-03-28,CT,6,233,1567,0,,,,,,
2020-03-29,CT,1,469,1231,0,,,,,,
2020-03-30,CT,2,578,2122,0,,,,,,
2020-03-31,CT,33,557,1000,0,,,,,,
2020-04-01,CT,16,429,14,0,,,,,,
2020-04-02,CT,27,267,1433,0,,,,,,
2020-04-03,CT,19,1090,625,0,,,,,,
2020-04-04,CT,34,362,1652,0,,,,,,
2020-04-05,CT,24,399,842,0,,,,,,
2020-04-06,CT,17,1231,2185,0,,,,,,
2020-04-07,CT,71,875,1475,0,,,,,,
2020-04-08,CT,0,0,0,0,,,,,,
2020-04-09,CT,103,2003,2463,0,,,,,,
2020-04-10,CT,68,754,2032,0,,,,,,
2020-04-11,CT,46,972,2571,0,,,,,,
2020-04-12,CT,60,525,864,0,,,,,,
2020-04-13,CT,48,1346,1743,0,,,,,,
2020-04-14,CT,69,608,924,0,,,,,,
2020-04-15,CT,197,766,3536,0,,,,,,
2020-04-16,CT,103,1129,1850,0,,,,,,
2020-04-17,CT,65,925,1415,0,,,,,,
2020-04-18,CT,0,0,0,0,,,,,,
2020-04-19,CT,50,741,2010,0,,,,,,
2020-04-20,CT,245,2265,2328,0,,,,,,
2020-04-21,CT,92,545,841,0,,,,,,
2020-04-22,CT,121,2109,3617,0,,,,,,
2020-04-23,CT,95,631,948,0,,,,,,
2020-04-24,CT,125,821,1720,0,,,,,,
2020-04-25,CT,98,661,2903,0,,,,,,
2020-04-26,CT,62,687,1522,0,,,,,,
2020-04-27,CT,74,0,0,0,,,,,,
2020-04-28,CT,91,1043,11891,0,,,,,,
2020-04-29,CT,79,455,1618,0,,,,,,
2020-04-30,CT,89,933,1382,0,,,,,,
2020-05-01,CT,82,1064,2060,7758,4346.0,,,,,
2020-05-02,CT,0,0,0,0,4346.0,,,0.0,,
2020-05-03,CT,97,523,1713,0,4346.0,,,0.0,,
2020-05-04,CT,59,0,0,0,4346.0,,,0.0,,
2020-05-05,CT,138,1334,4816,0,4346.0,,,0.0,,
2020-05-06,CT,85,374,2430,0,4346.0,,,0.0,,
2020-05-07,CT,79,789,3938,1631,5413.0,,,1067.0,,
2020-05-08,CT,77,627,3740,0,5413.0,,,0.0,,
2020-05-09,CT,58,573,2455,0,5413.0,,,0.0,,
2020-05-10,CT,35,570,6053,0,5413.0,,,0.0,,
2020-05-11,CT,41,211,2105,0,5413.0,,,0.0,,
2020-05-12,CT,33,568,5348,0,5413.0,,,0.0,,
2020-05-13,CT,84,522,3997,0,5413.0,,,0.0,,
2020-05-14,CT,94,609,6010,1557,6264.0,,,851.0,,
2020-05-15,CT,66,621,5725,0,6264.0,,,0.0,,
2020-05-16,CT,54,618,8229,0,6264.0,,,0.0,,
2020-05-17,CT,69,716,5136,0,6264.0,,,0.0,,
2020-05-18,CT,41,697,6375,0,6264.0,,,0.0,,
2020-05-19,CT,23,314,7527,0,6264.0,,,0.0,,
2020-05-20,CT,57,587,4611,0,6264.0,,,0.0,,
2020-05-21,CT,53,191,5538,0,6264.0,,,0.0,,
2020-05-22,CT,55,432,5449,1592,7127.0,,,863.0,,
2020-05-23,CT,38,382,5657,0,7127.0,,,0.0,,
2020-05-24,CT,18,446,5323,0,7127.0,,,0.0,,
2020-05-25,CT,49,405,7185,0,7127.0,,,0.0,,
2020-05-26,CT,27,430,3206,0,7127.0,,,0.0,,
2020-05-27,CT,34,-15,3522,0,7127.0,,,0.0,,
2020-05-28,CT,23,271,6385,0,7127.0,,,0.0,,
2020-05-29,CT,42,203,5665,0,7127.0,,,0.0,,
2020-05-30,CT,44,260,5282,0,7127.0,,,0.0,,
2020-05-31,CT,32,179,2932,0,7127.0,,,0.0,,
2020-06-01,CT,20,542,10805,1255,7511.0,,,384.0,,
2020-06-02,CT,8,236,8981,0,7511.0,,,0.0,,
2020-06-03,CT,17,112,5714,0,7511.0,,,0.0,,
2020-06-04,CT,18,148,4941,-4124,7284.0,,,-227.0,,
2020-06-05,CT,31,221,5641,0,7284.0,,,0.0,,
2020-06-06,CT,17,358,15684,0,7284.0,,,0.0,,
2020-06-07,CT,16,150,5444,0,7284.0,,,0.0,,
2020-06-08,CT,13,124,4548,0,7284.0,,,0.0,,
2020-06-09,CT,13,87,4240,0,7284.0,,,0.0,,
2020-06-10,CT,23,168,4814,0,7284.0,,,0.0,,
2020-06-11,CT,26,114,7953,243,7611.0,,,327.0,,
2020-06-12,CT,13,228,13833,0,7611.0,,,0.0,,
2020-06-13,CT,27,305,4730,0,7611.0,,,0.0,,
2020-06-14,CT,15,94,7090,0,7611.0,,,0.0,,
2020-06-15,CT,3,147,4775,0,7611.0,,,0.0,,
2020-06-16,CT,6,114,6321,0,7611.0,,,0.0,,
2020-06-17,CT,9,80,4491,0,7611.0,,,0.0,,
2020-06-18,CT,7,11,7003,187,7842.0,,,231.0,,
2020-06-19,CT,12,117,11678,0,7842.0,,,0.0,,
2020-06-20,CT,13,158,3641,0,7842.0,,,0.0,,
2020-06-21,CT,9,40,2003,0,7842.0,,,0.0,,
2020-06-22,CT,3,27,6324,0,7842.0,,,0.0,,
2020-06-23,CT,14,117,-1601,0,7842.0,,,0.0,,
2020-06-24,CT,10,14,6459,0,7842.0,,,0.0,,
2020-06-25,CT,11,81,7769,169,8053.0,,,211.0,,
2020-06-26,CT,9,65,12639,0,8053.0,,,0.0,,
2020-06-27,CT,4,147,9059,0,8053.0,,,0.0,,
2020-06-28,CT,5,97,6233,0,8053.0,,,0.0,,
2020-06-29,CT,4,59,21403,0,8053.0,,,0.0,,
2020-06-30,CT,2,152,11384,0,8053.0,,,0.0,,
2020-07-01,CT,2,58,11393,0,8053.0,,,0.0,,
2020-07-02,CT,2,74,10231,143,8210.0,,,157.0,,
2020-07-03,CT,9,71,-99,0,8210.0,,,0.0,,
2020-07-04,CT,0,0,-60,0,8210.0,,,0.0,,
2020-07-05,CT,0,0,24542,0,8210.0,,,0.0,,
2020-07-06,CT,3,259,5686,0,8210.0,,,0.0,,
2020-07-07,CT,0,57,7256,0,8210.0,,,0.0,,
2020-07-08,CT,5,75,8102,0,8210.0,,,0.0,,
2020-07-09,CT,5,101,12338,141,8351.0,,,141.0,,
2020-07-10,CT,0,78,-59,0,8351.0,,,0.0,,
2020-07-11,CT,0,0,-73,0,8351.0,,,0.0,,
2020-07-12,CT,0,0,31006,0,8351.0,,,0.0,,
2020-07-13,CT,23,223,2363,0,8351.0,,,0.0,,
2020-07-14,CT,1,20,12123,0,8351.0,,,0.0,,
2020-07-15,CT,8,106,11429,0,8351.0,,,0.0,,
2020-07-16,CT,9,114,14311,102,8466.0,,,115.0,,
2020-07-17,CT,7,143,-118,0,8466.0,,,0.0,,
2020-07-18,CT,0,0,-139,0,8466.0,,,0.0,,
2020-07-19,CT,0,0,27162,0,8466.0,,,0.0,,
2020-07-20,CT,10,162,5503,0,8466.0,,,0.0,,
2020-07-21,CT,0,41,0,0,8466.0,,,0.0,,
2020-07-22,CT,0,127,11442,0,8466.0,,,0.0,,
2020-07-23,CT,4,9,13473,58,8516.0,,,50.0,,
2020-07-24,CT,3,544,24640,0,8516.0,,,0.0,,
2020-07-25,CT,0,0,0,0,8516.0,,,0.0,,
2020-07-26,CT,0,0,0,0,8516.0,,,0.0,,
2020-07-27,CT,5,207,31772,0,8516.0,,,0.0,,
2020-07-28,CT,5,94,7543,0,8516.0,,,0.0,,
2020-07-29,CT,2,463,12625,0,8516.0,,,0.0,,
2020-07-30,CT,6,130,12822,95,8613.0,,,97.0,,
2020-07-31,CT,1,140,15128,0,8613.0,,,0.0,,
2020-08-01,CT,0,0,0,0,8613.0,,,0.0,,
2020-08-02,CT,0,0,0,0,8613.0,,,0.0,,
2020-08-03,CT,5,252,34934,0,8613.0,,,0.0,,
2020-08-04,CT,0,48,7041,0,8613.0,,,0.0,,
2020-08-05,CT,0,115,11723,0,8613.0,,,0.0,,
2020-08-06,CT,0,20,8969,113,8721.0,,,108.0,,
2020-08-07,CT,4,75,7460,0,8721.0,,,0.0,,
2020-08-08,CT,0,0,0,0,8721.0,,,0.0,,
2020-08-09,CT,0,0,0,0,8721.0,,,0.0,,
2020-08-10,CT,3,247,38077,0,8721.0,,,0.0,,
2020-08-11,CT,0,117,8225,0,8721.0,,,0.0,,
2020-08-12,CT,6,22,7962,0,8721.0,,,0.0,,
2020-08-13,CT,0,76,7976,95,8809.0,,,88.0,,
2020-08-14,CT,3,115,10240,0,8809.0,,,0.0,,
2020-08-15,CT,0,0,0,0,8809.0,,,0.0,,
2020-08-16,CT,0,0,0,0,8809.0,,,0.0,,
2020-08-17,CT,3,370,43908,0,8809.0,,,0.0,,
2020-08-18,CT,0,-12,10775,0,8809.0,,,0.0,,
2020-08-19,CT,1,59,9630,0,8809.0,,,0.0,,
2020-08-20,CT,1,118,12302,72,8893.0,,,84.0,,
2020-08-21,CT,2,87,7443,0,8893.0,,,0.0,,
2020-08-22,CT,0,0,0,0,8893.0,,,0.0,,
2020-08-23,CT,0,0,0,0,8893.0,,,0.0,,
2020-08-24,CT,0,492,54854,0,8893.0,,,0.0,,
2020-08-25,CT,3,29,4961,0,8893.0,,,0.0,,
2020-08-26,CT,0,180,15149,0,8893.0,,,0.0,,
2020-08-27,CT,2,130,15331,93,8967.0,,,74.0,,
2020-08-28,CT,0,145,13865,0,8967.0,,,0.0,,
2020-08-29,CT,0,0,0,0,8967.0,,,0.0,,
2020-08-30,CT,0,0,0,0,8967.0,,,0.0,,
2020-08-31,CT,0,384,45206,0,8967.0,,,0.0,,
2020-09-01,CT,1,127,19115,0,8967.0,,,0.0,,
2020-09-02,CT,1,102,11539,0,8967.0,,,0.0,,
2020-09-03,CT,1,101,14136,95,9049.0,,,82.0,,
2020-09-04,CT,0,156,19286,0,9049.0,,,0.0,,
2020-09-05,CT,0,0,0,0,9049.0,,,0.0,,
2020-09-06,CT,0,0,0,0,9049.0,,,0.0,,
2020-09-07,CT,0,0,0,0,9049.0,,,0.0,,
2020-09-08,CT,6,417,48812,0,9049.0,,,0.0,,
2020-09-09,CT,0,89,5871,0,9049.0,,,0.0,,
2020-09-10,CT,4,222,16391,82,9142.0,,,93.0,,
2020-09-11,CT,2,233,21291,0,9142.0,,,0.0,,
2020-09-12,CT,0,0,0,0,9142.0,,,0.0,,
2020-09-13,CT,0,0,0,0,9142.0,,,0.0,,
2020-09-14,CT,5,569,48435,0,9142.0,,,0.0,,
2020-09-15,CT,0,136,10647,0,9142.0,,,0.0,,
2020-09-16,CT,2,135,3499,0,9142.0,,,0.0,,
2020-09-17,CT,1,220,13648,90,9204.0,,,62.0,,
2020-09-18,CT,4,141,13734,0,9204.0,,,0.0,,
2020-09-19,CT,0,0,0,0,9204.0,,,0.0,,
2020-09-20,CT,0,0,0,0,9204.0,,,0.0,,
2020-09-21,CT,3,497,45121,0,9204.0,,,0.0,,
2020-09-22,CT,1,136,11922,0,9204.0,,,0.0,,
2020-09-23,CT,1,155,9919,0,9204.0,,,0.0,,
2020-09-24,CT,2,157,15418,113,9310.0,,,106.0,,
2020-09-25,CT,2,115,13563,0,9310.0,,,0.0,,
2020-09-26,CT,0,0,0,0,9310.0,,,0.0,,
2020-09-27,CT,0,0,0,0,9310.0,,,0.0,,
2020-09-28,CT,2,560,51495,0,9310.0,,,0.0,,
2020-09-29,CT,2,182,10204,0,9310.0,,,0.0,,
2020-09-30,CT,3,221,12180,0,9310.0,,,0.0,,
2020-10-01,CT,3,192,10195,139,9408.0,,,98.0,,
2020-10-02,CT,2,555,71475,0,9408.0,,,0.0,,
2020-10-03,CT,0,0,0,0,9408.0,,,0.0,,
2020-10-04,CT,0,0,0,0,9408.0,,,0.0,,
2020-10-05,CT,4,823,49488,0,9408.0,,,0.0,,
2020-10-06,CT,4,121,17592,0,9408.0,,,0.0,,
2020-10-07,CT,1,123,7488,0,9408.0,,,0.0,,
2020-10-08,CT,5,384,26829,146,9522.0,,,114.0,,
2020-10-09,CT,3,290,16991,0,9522.0,,,0.0,,
2020-10-10,CT,0,0,0,0,9522.0,,,0.0,,
2020-10-11,CT,0,0,0,0,9522.0,,,0.0,,
2020-10-12,CT,2,1339,99066,0,9522.0,,,0.0,,
2020-10-13,CT,1,320,13084,0,9522.0,,,0.0,,
2020-10-14,CT,4,164,8212,0,9522.0,,,0.0,,
2020-10-15,CT,3,167,15678,198,9651.0,,,129.0,,
2020-10-16,CT,2,802,32262,0,9651.0,,,0.0,,
2020-10-17,CT,0,0,0,0,9651.0,,,0.0,,
2020-10-18,CT,0,0,0,0,9651.0,,,0.0,,
2020-10-19,CT,12,1191,70773,0,9651.0,,,0.0,,
2020-10-20,CT,5,434,14231,0,9651.0,,,0.0,,
2020-10-21,CT,8,416,15448,0,9651.0,,,0.0,,
2020-10-22,CT,2,502,21635,214,9800.0,,,149.0,,
2020-10-23,CT,8,679,22802,0,9800.0,,,0.0,,
2020-10-24,CT,0,0,0,0,9800.0,,,0.0,,
2020-10-25,CT,0,0,0,0,9800.0,,,0.0,,
2020-10-26,CT,12,2047,90146,0,9800.0,,,0.0,,
2020-10-27,CT,6,538,12559,0,9800.0,,,0.0,,
2020-10-28,CT,9,490,13849,0,9800.0,,,0.0,,
2020-10-29,CT,5,1319,21200,0,9800.0,,,0.0,,
2020-10-30,CT,7,761,29931,0,9800.0,,,0.0,,
2020-10-31,CT,0,0,0,0,9800.0,,,0.0,,
2020-11-01,CT,0,0,0,0,9800.0,,,0.0,,
2020-11-02,CT,11,2651,76759,0,9800.0,,,0.0,,
2020-11-03,CT,0,0,0,0,9800.0,,,0.0,,
2020-11-04,CT,18,1515,32368,0,9800.0,,,0.0,,
2020-11-05,CT,11,1687,56357,0,9800.0,,,0.0,,
2020-11-06,CT,15,1065,28618,0,9800.0,,,0.0,,
2020-11-07,CT,0,0,0,0,9800.0,,,0.0,,
2020-11-08,CT,0,0,0,0,9800.0,,,0.0,,
2020-11-09,CT,27,3338,86636,0,9800.0,,,0.0,,
2020-11-10,CT,9,1524,21160,0,9800.0,,,0.0,,
2020-11-11,CT,9,1754,35189,0,9800.0,,,0.0,,
2020-11-12,CT,10,1158,23118,0,9800.0,,,0.0,,
2020-11-13,CT,11,2746,40440,0,9800.0,,,0.0,,
2020-11-14,CT,0,0,0,0,9800.0,,,0.0,,
2020-11-15,CT,0,0,0,0,9800.0,,,0.0,,
2020-03-05,DC,0,0,0,0,,,,,,
2020-03-06,DC,0,0,2,0,,,,,,
2020-03-07,DC,0,0,0,0,,,,,,
2020-03-08,DC,0,1,2,0,,,,,,
2020-03-09,DC,0,0,4,0,,,,,,
2020-03-10,DC,0,4,3,0,,,,,,
2020-03-11,DC,0,0,3,0,,,,,,
2020-03-12,DC,0,5,0,0,,,,,,
2020-03-13,DC,0,0,0,0,,,,,,
2020-03-14,DC,0,0,29,0,,,,,,
2020-03-15,DC,0,6,30,0,,,,,,
2020-03-16,DC,0,1,17,0,,,,,,
2020-03-17,DC,0,5,8,0,,,,,,
2020-03-18,DC,0,9,34,0,,,,,,
2020-03-19,DC,0,8,15,0,,,,,,
2020-03-20,DC,1,32,348,0,,,,,,
2020-03-21,DC,0,6,5,0,,,,,,
2020-03-22,DC,0,21,451,0,,,,,,
2020-03-23,DC,1,18,156,0,,,,,,
2020-03-24,DC,0,21,82,0,,,,,,
2020-03-25,DC,0,46,228,0,,,,,,
2020-03-26,DC,1,48,203,0,21.0,,,,,
2020-03-27,DC,0,36,271,0,49.0,,,28.0,,
2020-03-28,DC,1,37,314,0,51.0,,,2.0,,
2020-03-29,DC,1,38,258,0,66.0,,,15.0,,
2020-03-30,DC,4,59,213,0,106.0,,,40.0,,
2020-03-31,DC,0,94,580,0,121.0,,,15.0,,
2020-04-01,DC,2,91,0,0,142.0,,,21.0,,
2020-04-02,DC,1,67,1155,0,173.0,,,31.0,,
2020-04-03,DC,3,104,410,0,206.0,,,33.0,,
2020-04-04,DC,6,145,709,0,235.0,,,29.0,,
2020-04-05,DC,1,96,300,0,258.0,,,23.0,,
2020-04-06,DC,2,99,520,0,287.0,,,29.0,,
2020-04-07,DC,-2,114,256,0,318.0,,,31.0,,
2020-04-08,DC,5,229,231,0,361.0,,,43.0,,
2020-04-09,DC,5,83,358,0,393.0,,,32.0,,
2020-04-10,DC,6,137,494,0,426.0,,,33.0,,
2020-04-11,DC,9,118,566,0,447.0,,,21.0,,
2020-04-12,DC,3,97,504,0,493.0,,,46.0,,
2020-04-13,DC,3,80,214,0,507.0,,,14.0,,
2020-04-14,DC,14,103,247,0,518.0,,,11.0,,
2020-04-15,DC,5,139,102,0,530.0,,,12.0,,
2020-04-16,DC,9,153,472,0,552.0,,,22.0,,
2020-04-17,DC,5,126,367,0,573.0,,,21.0,,
2020-04-18,DC,5,190,435,0,608.0,,,35.0,,
2020-04-19,DC,5,127,304,0,622.0,,,14.0,,
2020-04-20,DC,9,134,280,0,630.0,,,8.0,,
2020-04-21,DC,7,171,655,0,636.0,,,6.0,,
2020-04-22,DC,15,108,455,0,645.0,,,9.0,,
2020-04-23,DC,12,155,273,0,648.0,,,3.0,,
2020-04-24,DC,14,167,436,0,651.0,,,3.0,,
2020-04-25,DC,12,171,598,0,652.0,,,1.0,,
2020-04-26,DC,13,142,624,0,657.0,,,5.0,,
2020-04-27,DC,7,51,297,0,659.0,,,2.0,,
2020-04-28,DC,5,102,367,0,660.0,,,1.0,,
2020-04-29,DC,15,112,232,0,660.0,,,0.0,,
2020-04-30,DC,19,217,633,0,660.0,,,0.0,,
2020-05-01,DC,7,335,721,0,666.0,,,6.0,,
2020-05-02,DC,9,139,730,0,666.0,,,0.0,,
2020-05-03,DC,11,219,879,0,666.0,,,0.0,,
2020-05-04,DC,7,154,539,0,666.0,,,0.0,,
2020-05-05,DC,6,152,382,0,667.0,,,1.0,,
2020-05-06,DC,13,139,516,0,808.0,,,141.0,,
2020-05-07,DC,8,193,679,0,825.0,,,17.0,,
2020-05-08,DC,19,245,1014,0,825.0,,,0.0,,
2020-05-09,DC,7,203,865,0,879.0,,,54.0,,
2020-05-10,DC,12,170,1217,0,880.0,,,1.0,,
2020-05-11,DC,5,117,574,0,881.0,,,1.0,,
2020-05-12,DC,8,96,693,0,886.0,,,5.0,,
2020-05-13,DC,14,99,509,0,934.0,,,48.0,,
2020-05-14,DC,8,152,1189,0,966.0,,,32.0,,
2020-05-15,DC,10,135,1205,0,975.0,,,9.0,,
2020-05-16,DC,7,171,1022,0,998.0,,,23.0,,
2020-05-17,DC,8,81,913,0,1023.0,,,25.0,,
2020-05-18,DC,9,147,1152,0,1028.0,,,5.0,,
2020-05-19,DC,8,164,1385,0,1040.0,,,12.0,,
2020-05-20,DC,7,117,928,0,1059.0,,,19.0,,
2020-05-21,DC,5,237,1100,0,1061.0,,,2.0,,
2020-05-22,DC,6,105,1132,0,1069.0,,,8.0,,
2020-05-23,DC,9,73,8925,0,1075.0,,,6.0,,
2020-05-24,DC,0,0,0,0,1075.0,,,0.0,,
2020-05-25,DC,13,259,-11447,0,1080.0,,,5.0,,
2020-05-26,DC,0,109,1143,0,1080.0,,,0.0,,
2020-05-27,DC,5,72,570,0,1082.0,,,2.0,,
2020-05-28,DC,8,86,731,0,1082.0,,,0.0,,
2020-05-29,DC,7,46,298,0,1089.0,,,7.0,,
2020-05-30,DC,2,179,1592,0,1100.0,,,11.0,,
2020-05-31,DC,4,84,770,0,1116.0,,,16.0,,
2020-06-01,DC,2,56,724,0,1126.0,,,10.0,,
2020-06-02,DC,2,29,409,0,1137.0,,,11.0,,
2020-06-03,DC,3,130,1731,0,1138.0,,,1.0,,
2020-06-04,DC,2,104,1430,0,1138.0,,,0.0,,
2020-06-05,DC,0,79,686,0,1138.0,,,0.0,,
2020-06-06,DC,8,70,1747,0,1138.0,,,0.0,,
2020-06-07,DC,6,63,806,0,1143.0,,,5.0,,
2020-06-08,DC,2,57,1162,0,1143.0,,,0.0,,
2020-06-09,DC,4,85,1301,0,1143.0,,,0.0,,
2020-06-10,DC,4,63,977,0,1143.0,,,0.0,,
2020-06-11,DC,3,52,1044,0,1143.0,,,0.0,,
2020-06-12,DC,4,65,2600,0,1143.0,,,0.0,,
2020-06-13,DC,5,55,1028,0,1143.0,,,0.0,,
2020-06-14,DC,4,58,1436,0,1150.0,,,7.0,,
2020-06-15,DC,0,32,1284,0,1155.0,,,5.0,,
2020-06-16,DC,5,19,1261,0,1155.0,,,0.0,,
2020-06-17,DC,3,29,2931,0,1155.0,,,0.0,,
2020-06-18,DC,4,56,2057,0,1155.0,,,0.0,,
2020-06-19,DC,3,49,1543,0,1162.0,,,7.0,,
2020-06-20,DC,1,32,4130,0,1166.0,,,4.0,,
2020-06-21,DC,2,36,1533,0,1172.0,,,6.0,,
2020-06-22,DC,2,38,2444,0,1182.0,,,10.0,,
2020-06-23,DC,2,36,1262,0,1182.0,,,0.0,,
2020-06-24,DC,4,34,837,0,1182.0,,,0.0,,
2020-06-25,DC,2,31,2527,0,1182.0,,,0.0,,
2020-06-26,DC,3,26,1366,0,1186.0,,,4.0,,
2020-06-27,DC,2,31,1117,0,1194.0,,,8.0,,
2020-06-28,DC,2,32,3829,0,1199.0,,,5.0,,
2020-06-29,DC,1,44,2184,0,1200.0,,,1.0,,
2020-06-30,DC,0,35,1900,0,1270.0,,,70.0,,
2020-07-01,DC,2,38,2702,0,1451.0,,,181.0,,
2020-07-02,DC,1,25,1003,0,1465.0,,,14.0,,
2020-07-03,DC,1,45,1701,0,1497.0,,,32.0,,
2020-07-04,DC,2,12,1733,0,1523.0,,,26.0,,
2020-07-05,DC,2,35,1404,0,1542.0,,,19.0,,
2020-07-06,DC,2,33,1624,0,1553.0,,,11.0,,
2020-07-07,DC,0,54,2673,0,1574.0,,,21.0,,
2020-07-08,DC,3,73,3839,0,1625.0,,,51.0,,
2020-07-09,DC,4,37,1597,0,1662.0,,,37.0,,
2020-07-10,DC,0,64,4897,0,1703.0,,,41.0,,
2020-07-11,DC,0,58,3108,0,1717.0,,,14.0,,
2020-07-12,DC,0,46,2787,0,1737.0,,,20.0,,
2020-07-13,DC,0,59,3278,0,1756.0,,,19.0,,
2020-07-14,DC,0,40,3656,0,1774.0,,,18.0,,
2020-07-15,DC,3,80,3948,0,1809.0,,,35.0,,
2020-07-16,DC,3,50,2248,0,1843.0,,,34.0,,
2020-07-17,DC,3,39,1326,0,1863.0,,,20.0,,
2020-07-18,DC,1,79,3269,0,1877.0,,,14.0,,
2020-07-19,DC,0,67,2743,0,1886.0,,,9.0,,
2020-07-20,DC,1,78,3897,0,1909.0,,,23.0,,
2020-07-21,DC,1,88,3883,0,1932.0,,,23.0,,
2020-07-22,DC,0,102,3759,0,1974.0,,,42.0,,
2020-07-23,DC,1,42,2407,0,2020.0,,,46.0,,
2020-07-24,DC,0,78,3161,0,9582.0,,,7562.0,,
2020-07-25,DC,0,68,3681,0,9603.0,,,21.0,,
2020-07-26,DC,0,63,2526,0,9607.0,,,4.0,,
2020-07-27,DC,1,78,2472,0,9639.0,,,32.0,,
2020-07-28,DC,1,87,3787,0,9664.0,,,25.0,,
2020-07-29,DC,1,54,1973,0,9723.0,,,59.0,,
2020-07-30,DC,0,58,2883,0,9777.0,,,54.0,,
2020-07-31,DC,1,69,5682,0,9816.0,,,39.0,,
2020-08-01,DC,0,79,4961,0,9816.0,,,0.0,,
2020-08-02,DC,1,69,3342,0,9870.0,,,54.0,,
2020-08-03,DC,0,39,1584,0,9893.0,,,23.0,,
2020-08-04,DC,1,85,1227,0,9959.0,,,66.0,,
2020-08-05,DC,0,45,2653,0,10015.0,,,56.0,,
2020-08-06,DC,0,75,3083,0,10094.0,,,79.0,,
2020-08-07,DC,2,71,2671,0,10118.0,,,24.0,,
2020-08-08,DC,1,64,4545,0,10124.0,,,6.0,,
2020-08-09,DC,1,100,4508,0,10156.0,,,32.0,,
2020-08-10,DC,0,54,2395,0,10188.0,,,32.0,,
2020-08-11,DC,2,89,4269,0,10232.0,,,44.0,,
2020-08-12,DC,0,63,1929,0,10300.0,,,68.0,,
2020-08-13,DC,1,65,2843,0,10361.0,,,61.0,,
2020-08-14,DC,0,94,6562,0,10416.0,,,55.0,,
2020-08-15,DC,3,41,2870,0,10452.0,,,36.0,,
2020-08-16,DC,0,61,3575,0,10493.0,,,41.0,,
2020-08-17,DC,0,53,2750,0,10521.0,,,28.0,,
2020-08-18,DC,2,52,3771,0,10595.0,,,74.0,,
2020-08-19,DC,1,29,2152,0,10596.0,,,1.0,,
2020-08-20,DC,1,55,2271,0,10720.0,,,124.0,,
2020-08-21,DC,1,60,5013,0,10772.0,,,52.0,,
2020-08-22,DC,2,65,3317,0,10800.0,,,28.0,,
2020-08-23,DC,0,56,3550,0,10812.0,,,12.0,,
2020-08-24,DC,0,49,3306,0,10835.0,,,23.0,,
2020-08-25,DC,0,45,2176,0,10885.0,,,50.0,,
2020-08-26,DC,1,38,2088,0,10923.0,,,38.0,,
2020-08-27,DC,0,72,2884,0,10986.0,,,63.0,,
2020-08-28,DC,0,57,4788,0,11010.0,,,24.0,,
2020-08-29,DC,0,74,4133,0,11046.0,,,36.0,,
2020-08-30,DC,1,34,2299,0,11087.0,,,41.0,,
2020-08-31,DC,1,33,2560,0,11105.0,,,18.0,,
2020-09-01,DC,0,57,2105,0,11150.0,,,45.0,,
2020-09-02,DC,1,28,1925,0,11211.0,,,61.0,,
2020-09-03,DC,1,58,3904,0,11254.0,,,43.0,,
2020-09-04,DC,2,51,4541,0,11297.0,,,43.0,,
2020-09-05,DC,0,52,4461,0,11323.0,,,26.0,,
2020-09-06,DC,0,41,3605,0,11355.0,,,32.0,,
2020-09-07,DC,0,36,2169,0,11366.0,,,11.0,,
2020-09-08,DC,0,47,2836,0,11414.0,,,48.0,,
